name,age,lifestyle,zip_code,family_status,car,sports,earnings,living_area,label
yqlOdErT,30,active,63089,single,practical,badminton,115915,urban,no response
8dDKXAZp,48,healthy,11742,single,expensive,athletics,38489,urban,response
QRqjnVHt,30,healthy,42487,single,practical,badminton,96021,urban,no response
J5aaANWn,39,healthy,69005,single,expensive,athletics,26008,urban,no response
B8VOW0M3,25,healthy,41884,single,practical,soccer,100113,urban,no response
uhJEvRkF,57,healthy,23795,single,expensive,soccer,71519,rural,response
u93gArIZ,69,healthy,55365,married,expensive,athletics,122969,rural,no response
f55l8q8j,52,cozily,16406,married,expensive,athletics,110306,urban,no response
Yihj1tsG,37,active,89805,single,practical,soccer,30302,rural,response
YQ4ro7BJ,67,healthy,85485,married,practical,athletics,55442,urban,response
fapFNoNf,43,cozily,32423,married,expensive,soccer,145748,urban,response
Taw5ZYJm,52,healthy,53651,single,expensive,badminton,110498,urban,no response
jw9L0D7r,53,cozily,97222,married,practical,soccer,125580,urban,no response
EWm0o6rR,49,active,55726,single,expensive,athletics,97205,rural,response
lIJ4DAoQ,57,active,45268,single,practical,badminton,47186,rural,response
mVcQQEeC,55,healthy,74877,single,expensive,athletics,64715,rural,no response
OltfkgpC,38,healthy,25599,married,expensive,soccer,26027,rural,no response
569SBpci,33,active,24334,single,expensive,athletics,53117,rural,no response
DByMjhm1,17,cozily,48190,single,expensive,athletics,100421,urban,no response
MGusCNUD,69,active,85790,married,expensive,badminton,94639,urban,response
zLrogMlP,59,active,15018,married,expensive,soccer,106279,urban,response
8EertoaM,45,active,85437,married,practical,athletics,108083,urban,no response
K3YGUrfq,29,healthy,18590,married,expensive,athletics,53746,urban,no response
5RcUrq4e,27,cozily,34559,single,practical,athletics,102464,rural,no response
08looBpl,20,healthy,55708,single,expensive,athletics,111067,urban,no response
ByDfzigI,49,active,62792,married,expensive,athletics,109791,rural,no response
6aJBe36i,55,cozily,72417,married,practical,soccer,83517,urban,no response
C6NEzibA,54,cozily,85191,single,practical,athletics,105214,urban,no response
tuaIl6w2,26,healthy,51776,single,expensive,athletics,125607,urban,no response
FeLegsMg,40,cozily,92324,single,practical,athletics,122680,rural,no response
WER5Gkg8,50,healthy,66851,single,expensive,soccer,147510,rural,response
M22P7PJV,18,healthy,14103,married,practical,athletics,81816,urban,response
sVN1sk3f,35,active,60588,married,practical,athletics,149696,rural,response
OdhzIRiV,58,active,29329,single,practical,badminton,140645,rural,response
Fgv6aZGQ,39,active,92839,married,expensive,badminton,98783,urban,no response
Ybj9fi90,45,cozily,95697,married,expensive,soccer,80821,rural,response
ad2GgO2A,69,healthy,19532,married,practical,athletics,91712,rural,response
3BOrguo8,32,cozily,83643,married,practical,soccer,65276,rural,no response
vr6Db8b9,67,active,30235,single,expensive,athletics,74287,urban,response
HQ2YKQo5,52,healthy,32195,married,practical,badminton,131773,rural,no response
WDFNYjXu,36,active,15184,married,expensive,badminton,50754,urban,no response
FBpPUZRq,26,cozily,46092,single,practical,athletics,126462,urban,no response
cxzNwL2D,52,cozily,83815,single,practical,,37246,urban,no response
SjsvJudS,24,active,99862,single,practical,soccer,98670,urban,no response
8paadWkI,53,healthy,22624,single,expensive,badminton,90149,urban,no response
SLSZYA1M,48,cozily,57419,single,practical,badminton,120642,urban,no response
r2EcF2YY,31,healthy,87530,married,expensive,athletics,132747,rural,no response
fxCgyGj4,47,healthy,36884,single,expensive,soccer,128599,rural,no response
u20Jw6R7,51,active,91870,married,expensive,badminton,53608,urban,no response
d5y3suKG,30,active,54668,single,expensive,soccer,54154,urban,no response
kieZCleC,15,active,42692,single,practical,soccer,148014,urban,response
pgEX6nZS,19,active,93558,single,expensive,athletics,51803,urban,no response
c9B5Iuwp,51,healthy,31122,single,practical,athletics,61710,rural,no response
dwDriKtw,67,healthy,19102,single,expensive,badminton,62750,urban,response
fpZk0lsV,53,cozily,68758,single,practical,badminton,32845,urban,no response
ZyKoza3r,47,active,73070,married,practical,badminton,28468,urban,no response
flwVkseR,54,active,57808,married,practical,,116308,urban,no response
qeqeFdoz,36,healthy,89270,married,expensive,badminton,101751,urban,no response
OwhtAojv,59,cozily,81010,single,expensive,,127806,urban,response
foQQsBwc,60,active,27565,married,expensive,badminton,104655,urban,no response
IYGOZFTK,15,active,91811,single,practical,soccer,23884,rural,no response
PLHzSwrx,17,cozily,84605,single,expensive,,48715,rural,no response
puBxrreN,65,active,46768,married,expensive,soccer,55562,rural,response
YskwJlzQ,21,healthy,47657,married,expensive,athletics,110112,rural,no response
0o9yTq7f,56,cozily,46772,married,practical,,110083,rural,response
ZqOgwX3i,62,active,25141,single,practical,,57777,rural,response
Ce17y0hN,50,active,88103,single,expensive,badminton,64784,urban,no response
LkrearZt,23,cozily,25222,single,practical,athletics,70644,rural,no response
R9HGIktX,69,healthy,12540,single,practical,athletics,35792,rural,response
IBjGsKbT,69,cozily,98271,single,expensive,,63723,rural,response
Nhgulmtg,44,cozily,43692,single,expensive,badminton,125266,urban,no response
H7Lu7yaj,20,active,55844,married,practical,badminton,78491,urban,no response
F9TYinGx,30,active,19086,married,expensive,athletics,121760,urban,no response
0D1bGvqA,37,healthy,92464,married,practical,badminton,109010,rural,no response
oyQi04ZM,59,healthy,59102,single,expensive,badminton,104565,urban,response
0eEYONg6,16,healthy,56171,married,expensive,badminton,102429,urban,no response
MZvguS07,56,active,73278,married,practical,,41034,rural,response
uyPjWuYw,38,cozily,36946,married,expensive,,24238,urban,no response
tKoYULRL,20,cozily,14756,single,expensive,soccer,43472,rural,response
uQmdPmpk,68,cozily,82251,single,practical,athletics,63161,urban,response
N1B5lYi0,20,cozily,15838,single,expensive,badminton,36941,rural,no response
VstgrW7i,37,cozily,89016,single,expensive,,140353,urban,response
gZZbUE75,50,cozily,22434,married,expensive,athletics,101725,urban,no response
2eVsW3AJ,25,cozily,38908,single,practical,badminton,53141,urban,no response
O9gnln4W,44,healthy,57864,single,practical,badminton,121597,urban,no response
bVA6BhXx,20,active,95733,married,expensive,soccer,30466,urban,no response
4kmMwNgA,37,cozily,60977,single,expensive,badminton,33865,urban,no response
2EE9DVbR,41,cozily,21635,married,practical,badminton,39180,urban,no response
ZROHcZrr,48,cozily,87982,single,expensive,soccer,66836,rural,no response
qffPr6YB,35,active,46489,married,expensive,badminton,106044,rural,no response
ELW5UjPR,36,healthy,12365,married,practical,athletics,21518,rural,response
p0btGuXk,37,healthy,76954,married,practical,badminton,55594,urban,no response
LFvVWFez,26,healthy,42181,single,practical,soccer,98947,rural,no response
3uHV19Ie,22,healthy,46329,married,expensive,soccer,23997,urban,no response
ZOuQ5znx,68,healthy,37527,married,expensive,soccer,81775,urban,response
sVKwbQan,42,cozily,58118,single,expensive,athletics,61804,rural,no response
2v54agY2,45,healthy,48608,married,practical,soccer,84783,rural,no response
nsEVaaWQ,23,cozily,97034,married,practical,soccer,118389,urban,no response
CEzF0z24,62,cozily,15431,married,expensive,soccer,30706,urban,response
IQK0sR2m,29,cozily,64978,married,expensive,soccer,124718,urban,no response
Sq619lsK,55,cozily,72711,single,practical,badminton,129798,urban,no response
Ah7wY6QL,17,cozily,45437,married,expensive,soccer,126892,urban,no response
JP53CEsN,32,cozily,89521,single,practical,badminton,45532,urban,no response
FIFr7JUN,25,cozily,14812,married,expensive,athletics,131378,rural,response
iYkFIJFf,40,active,66525,married,expensive,athletics,78664,urban,no response
fg7HTnps,28,cozily,50663,married,expensive,athletics,117441,rural,no response
Gm5Y7uav,24,active,91443,married,practical,,75024,urban,no response
z3Fi8tB3,47,active,43368,married,expensive,athletics,91285,rural,no response
L22bQbMl,26,active,62668,married,expensive,athletics,36008,urban,no response
vaTPLxBS,46,healthy,27069,married,practical,soccer,21862,urban,no response
pBtJFXL0,18,cozily,72964,single,practical,athletics,112693,rural,no response
yA6IMuTd,27,active,88416,married,expensive,,116795,rural,no response
no6ZVXPg,44,cozily,79756,single,expensive,badminton,51943,rural,no response
B2nPlKk6,45,active,91845,married,expensive,,104517,rural,response
qULdvcmC,25,healthy,16420,married,practical,soccer,45115,rural,no response
G9K1dGER,23,cozily,15907,married,expensive,badminton,54659,urban,no response
GQA0q7vV,69,healthy,29258,single,expensive,,74075,urban,response
oty4ghzM,47,active,12857,married,expensive,badminton,61218,urban,response
76lO6Kaf,55,cozily,60204,married,expensive,badminton,112424,rural,no response
jRZxe1DM,50,healthy,91763,married,expensive,athletics,84538,urban,no response
ULEscout,55,active,23496,married,expensive,,21240,rural,no response
9zEzVBNH,63,healthy,38623,single,practical,badminton,45252,urban,response
z7UPprRE,43,active,49267,single,expensive,soccer,41332,rural,no response
nu5lhVpz,58,active,21502,married,expensive,badminton,33753,rural,no response
8tWCk9yG,40,cozily,31098,married,practical,athletics,41347,urban,no response
gfrLnKYO,47,healthy,38591,married,practical,badminton,115264,urban,no response
wn3LbyQr,56,cozily,46730,single,expensive,badminton,111314,urban,response
uPeAWUfw,42,active,69140,married,practical,athletics,149406,rural,response
FQeuDb1z,17,cozily,82847,married,practical,soccer,122693,urban,no response
GFKJgupL,60,cozily,90735,married,expensive,soccer,113144,urban,response
OREZJ5l6,63,active,66585,married,expensive,soccer,51087,rural,response
xQcJ01g0,38,cozily,59809,single,expensive,badminton,35370,urban,no response
wDIlFURs,50,cozily,99868,single,practical,athletics,103845,urban,no response
jqVHFzTc,56,cozily,80750,single,expensive,badminton,93582,urban,response
g8FydQXg,30,active,41676,married,practical,badminton,80074,urban,no response
XkgMAme8,35,healthy,22768,single,expensive,badminton,31438,urban,no response
4mPzIJWc,23,active,96084,single,practical,badminton,60502,rural,no response
GQAODgCj,17,healthy,98283,single,practical,,132481,urban,no response
UZvVcVH6,49,healthy,23280,married,expensive,,83121,urban,no response
kiyJCprL,37,healthy,66557,single,expensive,badminton,96349,rural,no response
dUaFVLqK,25,cozily,61652,single,practical,athletics,49224,urban,no response
rUOu4LKx,22,healthy,36235,married,practical,soccer,134873,urban,no response
kpSQTEeg,40,active,84260,single,expensive,,23991,urban,no response
FOOsoGVC,47,cozily,52449,single,practical,athletics,136068,rural,no response
gdpSykUD,29,active,79934,married,practical,athletics,68150,rural,no response
6AIOyDBk,23,cozily,63584,single,expensive,athletics,117514,rural,response
HC27yg5C,20,healthy,63659,single,practical,soccer,115547,urban,no response
psdHtJ73,54,healthy,30974,single,practical,soccer,78172,rural,no response
cUKNJ1fR,17,cozily,35098,married,expensive,,79884,rural,no response
fuc1mEA6,17,cozily,95830,single,practical,badminton,130211,rural,no response
iAeFLwpf,67,cozily,76184,married,expensive,badminton,27637,rural,response
FCA6kHxZ,68,healthy,70919,single,practical,athletics,24705,urban,response
q9lxFv7d,25,healthy,49813,married,expensive,athletics,49871,urban,no response
uT0h6Na9,64,active,80912,married,practical,badminton,65847,rural,response
WLme1vIg,35,cozily,53480,married,expensive,athletics,118351,urban,no response
61byAYRu,47,active,81700,married,practical,soccer,106633,urban,no response
npjnu83O,18,cozily,68800,single,practical,athletics,25788,rural,no response
YH9JQzgQ,21,active,94008,married,practical,badminton,117806,urban,no response
gHnHmZw5,66,healthy,61194,married,practical,soccer,42792,urban,no response
KNGunkyy,56,active,74473,single,expensive,badminton,29788,rural,response
OGN49zWg,53,healthy,39932,married,practical,soccer,46926,rural,no response
bTypgcRI,36,cozily,22260,married,practical,soccer,56130,urban,no response
FZcavILO,40,cozily,14506,single,expensive,athletics,70565,rural,response
VpJ2yLlV,37,healthy,90749,single,practical,,46306,rural,no response
6UuVVZ3e,31,healthy,79423,married,expensive,athletics,62909,rural,no response
hlGAcYCD,51,cozily,76293,single,practical,badminton,97201,rural,no response
TVeezYfY,56,cozily,63207,married,practical,athletics,81815,urban,no response
1umwACts,58,active,99263,married,practical,soccer,116558,rural,response
rgxIwuqT,54,cozily,98950,single,expensive,badminton,80695,rural,no response
sE2MnJbG,41,cozily,60312,married,expensive,athletics,68707,urban,no response
DWZu3bfg,39,healthy,11213,single,practical,soccer,71738,rural,response
QAILHfDo,16,healthy,30788,married,expensive,badminton,48803,urban,no response
Jxh0u3JN,32,cozily,28837,married,practical,soccer,132783,urban,no response
dveTRr3s,53,active,19335,married,expensive,athletics,125389,urban,no response
L9WHAr5r,42,cozily,14027,single,expensive,soccer,118900,urban,response
kwByBloQ,25,healthy,81751,married,practical,badminton,56544,rural,response
SsuIjdZY,32,active,48681,married,practical,badminton,87720,rural,no response
x9OQn5HC,60,cozily,61524,single,expensive,soccer,29041,urban,response
FfbQmTdt,53,healthy,65968,married,practical,badminton,61627,urban,no response
bslBrhlf,36,active,62642,single,practical,soccer,28481,urban,no response
ttN23if4,45,active,23212,married,practical,badminton,39820,urban,no response
EXPEmr1H,32,cozily,75776,single,practical,badminton,32105,urban,no response
CQrS8Rw8,58,cozily,72476,married,expensive,badminton,73820,urban,response
cb7ctgRF,57,active,69656,married,practical,athletics,88312,urban,no response
X4XDeS0V,68,healthy,55780,married,expensive,badminton,101113,urban,no response
Qtqvo5x4,57,active,96500,married,expensive,soccer,83868,urban,no response
7gE5aF3L,31,cozily,66160,single,expensive,soccer,31965,rural,no response
ddYQ0JZG,51,cozily,76324,single,expensive,athletics,89264,urban,no response
2PjWUQby,18,cozily,45826,single,practical,soccer,127030,urban,no response
A304kTql,37,healthy,23816,single,practical,soccer,116760,rural,no response
aT1QKfMT,17,active,74535,married,practical,athletics,54764,urban,no response
LrEMOHcI,64,cozily,23075,single,practical,badminton,49548,urban,response
PHVJg6IK,37,cozily,61419,married,practical,badminton,85241,rural,no response
5KPrd6Mp,51,healthy,86449,married,practical,,51180,urban,no response
ka7e5d7X,43,healthy,62672,single,expensive,badminton,142843,urban,response
NRa5K4dj,44,active,59841,single,expensive,soccer,93720,urban,no response
RAVKKSHs,27,active,20793,single,expensive,soccer,68040,urban,response
G4QqKQL7,35,healthy,56935,married,expensive,badminton,38767,urban,no response
p3qlMhNA,65,active,92482,single,practical,soccer,104266,urban,response
ZyWID2jA,57,active,72422,married,expensive,badminton,85495,urban,response
zfeL4sv4,41,active,16762,single,expensive,athletics,120354,urban,no response
zIwjP2xY,69,healthy,86043,single,expensive,badminton,95989,urban,response
Rvx8vjD9,39,active,36624,married,practical,badminton,31847,urban,no response
nfjvHfTB,36,active,90474,single,practical,badminton,146478,rural,response
